Id,ProductId,ProductCategoryId,CreatedDate
0ZRWj0000006CZuOAM,01tWj00000BN7W3IAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CqlOAE,01tWj00000BN7W3IAL,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CqmOAE,01tWj00000BN7W4IAL,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CRoOAM,01tWj00000BN7W4IAL,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CqnOAE,01tWj00000BN7W5IAL,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CRpOAM,01tWj00000BN7W5IAL,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CqoOAE,01tWj00000BN7W6IAL,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CRqOAM,01tWj00000BN7W6IAL,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CbBOAU,01tWj00000BN7W7IAL,0ZGam000000isBBGAY,2026-03-04T19:18:56.000+0000
0ZRWj0000006CrLOAU,01tWj00000BN7W7IAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrMOAU,01tWj00000BN7W8IAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CbCOAU,01tWj00000BN7W8IAL,0ZGam000000isBBGAY,2026-03-04T19:18:56.000+0000
0ZRWj0000006CrNOAU,01tWj00000BN7W9IAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CbDOAU,01tWj00000BN7W9IAL,0ZGam000000isBBGAY,2026-03-04T19:18:56.000+0000
0ZRWj0000006CWbOAM,01tWj00000BN7WAIA1,0ZGam000000isG1GAI,2026-03-04T19:06:00.000+0000
0ZRWj0000006CroOAE,01tWj00000BN7WAIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrpOAE,01tWj00000BN7WBIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CWcOAM,01tWj00000BN7WBIA1,0ZGam000000isG1GAI,2026-03-04T19:06:00.000+0000
0ZRWj0000006CWdOAM,01tWj00000BN7WCIA1,0ZGam000000isG1GAI,2026-03-04T19:06:00.000+0000
0ZRWj0000006CrqOAE,01tWj00000BN7WCIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CqEOAU,01tWj00000BN7WDIA1,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CcuOAE,01tWj00000BN7WDIA1,0ZGam000000isHdGAI,2026-03-04T19:24:44.000+0000
0ZRWj0000006CcvOAE,01tWj00000BN7WEIA1,0ZGam000000isHdGAI,2026-03-04T19:24:44.000+0000
0ZRWj0000006CqFOAU,01tWj00000BN7WEIA1,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CePOAU,01tWj00000BN7WFIA1,0ZGam000000isEPGAY,2026-03-04T19:27:42.000+0000
0ZRWj0000006CoOOAU,01tWj00000BN7WFIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CeQOAU,01tWj00000BN7WGIA1,0ZGam000000isEPGAY,2026-03-04T19:27:42.000+0000
0ZRWj0000006CoPOAU,01tWj00000BN7WGIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CoMOAU,01tWj00000BN7WHIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CUjOAM,01tWj00000BN7WHIA1,0ZGam000000isBBGAY,2026-03-04T18:59:44.000+0000
0ZRWj0000006CUkOAM,01tWj00000BN7WIIA1,0ZGam000000isBBGAY,2026-03-04T18:59:44.000+0000
0ZRWj0000006CoNOAU,01tWj00000BN7WIIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CqCOAU,01tWj00000BN7WJIA1,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CcsOAE,01tWj00000BN7WJIA1,0ZGam000000isHdGAI,2026-03-04T19:24:44.000+0000
0ZRWj0000006CctOAE,01tWj00000BN7WKIA1,0ZGam000000isHdGAI,2026-03-04T19:24:44.000+0000
0ZRWj0000006CqDOAU,01tWj00000BN7WKIA1,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CZZOA2,01tWj00000BN7WLIA1,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006Co5OAE,01tWj00000BN7WLIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Co6OAE,01tWj00000BN7WMIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CZaOAM,01tWj00000BN7WMIA1,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CZbOAM,01tWj00000BN7WNIA1,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006Co7OAE,01tWj00000BN7WNIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CY0OAM,01tWj00000BN7WOIA1,0ZGam000000isHdGAI,2026-03-04T19:11:29.000+0000
0ZRWj0000006CoSOAU,01tWj00000BN7WOIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CoTOAU,01tWj00000BN7WPIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CY1OAM,01tWj00000BN7WPIA1,0ZGam000000isHdGAI,2026-03-04T19:11:29.000+0000
0ZRWj0000006CoUOAU,01tWj00000BN7WQIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CY2OAM,01tWj00000BN7WQIA1,0ZGam000000isHdGAI,2026-03-04T19:11:29.000+0000
0ZRWj0000006CoeOAE,01tWj00000BN7WRIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cg1OAE,01tWj00000BN7WRIA1,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006CofOAE,01tWj00000BN7WSIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CZiOAM,01tWj00000BN7WSIA1,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006ChdOAE,01tWj00000BN7WTIA1,0ZGam000000isJFGAY,2026-03-04T19:32:23.000+0000
0ZRWj0000006CoQOAU,01tWj00000BN7WTIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CoROAU,01tWj00000BN7WUIA1,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CheOAE,01tWj00000BN7WUIA1,0ZGam000000isJFGAY,2026-03-04T19:32:23.000+0000
0ZRWj0000006CZvOAM,01tWj00000BN7WVIA1,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CrKOAU,01tWj00000BN7WVIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrOOAU,01tWj00000BN7WWIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CgBOAU,01tWj00000BN7WWIA1,0ZGam000000isBBGAY,2026-03-04T19:34:16.000+0000
0ZRWj0000006CgCOAU,01tWj00000BN7WXIA1,0ZGam000000isBBGAY,2026-03-04T19:34:16.000+0000
0ZRWj0000006CrPOAU,01tWj00000BN7WXIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CgDOAU,01tWj00000BN7WYIA1,0ZGam000000isBBGAY,2026-03-04T19:34:16.000+0000
0ZRWj0000006CrQOAU,01tWj00000BN7WYIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrROAU,01tWj00000BN7WZIA1,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CkzOAE,01tWj00000BN7WZIA1,0ZGam000000isG1GAI,2026-03-04T19:40:45.000+0000
0ZRWj0000006Cl0OAE,01tWj00000BN7WaIAL,0ZGam000000isG1GAI,2026-03-04T19:40:45.000+0000
0ZRWj0000006CrSOAU,01tWj00000BN7WaIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006Cl1OAE,01tWj00000BN7WbIAL,0ZGam000000isG1GAI,2026-03-04T19:40:45.000+0000
0ZRWj0000006CrTOAU,01tWj00000BN7WbIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrdOAE,01tWj00000BN7WcIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CRrOAM,01tWj00000BN7WcIAL,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CreOAE,01tWj00000BN7WdIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CRsOAM,01tWj00000BN7WdIAL,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CrfOAE,01tWj00000BN7WeIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CRtOAM,01tWj00000BN7WeIAL,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CRuOAM,01tWj00000BN7WfIAL,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CrgOAE,01tWj00000BN7WfIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrhOAE,01tWj00000BN7WgIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CjROAU,01tWj00000BN7WgIAL,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006CriOAE,01tWj00000BN7WhIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CjSOAU,01tWj00000BN7WhIAL,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006CrjOAE,01tWj00000BN7WiIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CjTOAU,01tWj00000BN7WiIAL,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006CZzOAM,01tWj00000BN7WjIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CrXOAU,01tWj00000BN7WjIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006Ca0OAE,01tWj00000BN7WkIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CrYOAU,01tWj00000BN7WkIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006Ca1OAE,01tWj00000BN7WlIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CrZOAU,01tWj00000BN7WlIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrUOAU,01tWj00000BN7WmIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CZwOAM,01tWj00000BN7WmIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CZxOAM,01tWj00000BN7WnIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CrVOAU,01tWj00000BN7WnIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrWOAU,01tWj00000BN7WoIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CZyOAM,01tWj00000BN7WoIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CYAOA2,01tWj00000BN7WpIAL,0ZGam000000isHdGAI,2026-03-04T19:11:29.000+0000
0ZRWj0000006CraOAE,01tWj00000BN7WpIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CYBOA2,01tWj00000BN7WqIAL,0ZGam000000isHdGAI,2026-03-04T19:11:29.000+0000
0ZRWj0000006CrbOAE,01tWj00000BN7WqIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CrcOAE,01tWj00000BN7WrIAL,0ZGam000000itATGAY,2026-03-04T19:51:07.000+0000
0ZRWj0000006CYCOA2,01tWj00000BN7WrIAL,0ZGam000000isHdGAI,2026-03-04T19:11:29.000+0000
0ZRWj0000006CZpOAM,01tWj00000BN7WsIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CoxOAE,01tWj00000BN7WsIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CoyOAE,01tWj00000BN7WtIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CZqOAM,01tWj00000BN7WtIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CZrOAM,01tWj00000BN7WuIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CozOAE,01tWj00000BN7WuIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CZmOAM,01tWj00000BN7WvIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CouOAE,01tWj00000BN7WvIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CZnOAM,01tWj00000BN7WwIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CovOAE,01tWj00000BN7WwIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CowOAE,01tWj00000BN7WxIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CZoOAM,01tWj00000BN7WxIAL,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006Cp0OAE,01tWj00000BN7WyIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CjLOAU,01tWj00000BN7WyIAL,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006Cp1OAE,01tWj00000BN7WzIAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CjMOAU,01tWj00000BN7WzIAL,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006CjNOAU,01tWj00000BN7X0IAL,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006Cp2OAE,01tWj00000BN7X0IAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cp6OAE,01tWj00000BN7X1IAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cg5OAE,01tWj00000BN7X1IAL,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006Cg6OAE,01tWj00000BN7X2IAL,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006Cp7OAE,01tWj00000BN7X2IAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cp8OAE,01tWj00000BN7X3IAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cg7OAE,01tWj00000BN7X3IAL,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006Cg2OAE,01tWj00000BN7X4IAL,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006Cp3OAE,01tWj00000BN7X4IAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cg3OAE,01tWj00000BN7X5IAL,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006Cp4OAE,01tWj00000BN7X5IAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cg4OAE,01tWj00000BN7X6IAL,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006Cp5OAE,01tWj00000BN7X6IAL,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cp9OAE,01tWj00000BND33IAH,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cg8OAE,01tWj00000BND33IAH,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006CpAOAU,01tWj00000BND34IAH,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Cg9OAE,01tWj00000BND34IAH,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006CpBOAU,01tWj00000BND35IAH,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CgAOAU,01tWj00000BND35IAH,0ZGam000000isCnGAI,2026-03-04T19:30:28.000+0000
0ZRWj0000006CcqOAE,01tWj00000BND36IAH,0ZGam000000isHdGAI,2026-03-04T19:24:44.000+0000
0ZRWj0000006CqAOAU,01tWj00000BND36IAH,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CqBOAU,01tWj00000BND37IAH,0ZGam000000itATGAY,2026-03-04T19:48:52.000+0000
0ZRWj0000006CcrOAE,01tWj00000BND37IAH,0ZGam000000isHdGAI,2026-03-04T19:24:44.000+0000
0ZRWj0000006CZcOAM,01tWj00000BND38IAH,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006Co8OAE,01tWj00000BND38IAH,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006Co9OAE,01tWj00000BND39IAH,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CZdOAM,01tWj00000BND39IAH,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CZeOAM,01tWj00000BND3AIAX,0ZGam000000isBBGAY,2026-03-04T19:16:25.000+0000
0ZRWj0000006CoAOAU,01tWj00000BND3AIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CmTOAU,01tWj00000BND3BIAX,0ZGam000000isCnGAI,2026-03-04T19:42:49.000+0000
0ZRWj0000006CoKOAU,01tWj00000BND3BIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CoLOAU,01tWj00000BND3CIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CmUOAU,01tWj00000BND3CIAX,0ZGam000000isCnGAI,2026-03-04T19:42:49.000+0000
0ZRWj0000006CobOAE,01tWj00000BND3DIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CRYOA2,01tWj00000BND3DIAX,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CocOAE,01tWj00000BND3EIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CRZOA2,01tWj00000BND3EIAX,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CodOAE,01tWj00000BND3FIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CRaOAM,01tWj00000BND3FIAX,0ZGam000000isCnGAI,2026-03-04T18:30:24.000+0000
0ZRWj0000006CogOAE,01tWj00000BND3GIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CjIOAU,01tWj00000BND3GIAX,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006CohOAE,01tWj00000BND3HIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
0ZRWj0000006CjJOAU,01tWj00000BND3HIAX,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006CjKOAU,01tWj00000BND3IIAX,0ZGam000000isBBGAY,2026-03-04T19:37:56.000+0000
0ZRWj0000006CoiOAE,01tWj00000BND3IIAX,0ZGam000000itATGAY,2026-03-04T19:44:04.000+0000
