Id,Product__c,Format_Name__c,Unit_Price__c,Bulk_Price__c,Bulk_Threshold__c,Min_Quantity__c,Max_Quantity__c,Increment_Quantity__c,Sort_Order__c,Is_Active__c,CreatedDate
a0NWj00000KZ2SGMA1,01tWj00000BN7W1IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SHMA1,01tWj00000BN7W1IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SIMA1,01tWj00000BN7W2IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SJMA1,01tWj00000BN7W2IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SKMA1,01tWj00000BN7W3IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SLMA1,01tWj00000BN7W3IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SOMA1,01tWj00000BN7W4IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SPMA1,01tWj00000BN7W4IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SQMA1,01tWj00000BN7W5IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SRMA1,01tWj00000BN7W5IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2SSMA1,01tWj00000BN7W6IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2STMA1,01tWj00000BN7W6IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ3p8MAD,01tWj00000BN7W7IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3p9MAD,01tWj00000BN7W7IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pAMAT,01tWj00000BN7W8IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pBMAT,01tWj00000BN7W8IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pCMAT,01tWj00000BN7W9IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pDMAT,01tWj00000BN7W9IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3rBMAT,01tWj00000BN7WAIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ2VVMA1,01tWj00000BN7WBIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2WIMA1,01tWj00000BN7WCIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2O2MAL,01tWj00000BN7WDIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:41.000+0000
a0NWj00000KYpQ2MAL,01tWj00000BN7WEIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:41.000+0000
a0NWj00000KZ0oJMAT,01tWj00000BN7WFIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0oKMAT,01tWj00000BN7WFIA1,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0pxMAD,01tWj00000BN7WGIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0pyMAD,01tWj00000BN7WGIA1,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0jNMAT,01tWj00000BN7WHIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0jOMAT,01tWj00000BN7WHIA1,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0l1MAD,01tWj00000BN7WIIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0l2MAD,01tWj00000BN7WIIA1,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ2LfMAL,01tWj00000BN7WJIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:41.000+0000
a0NWj00000KZ2MSMA1,01tWj00000BN7WKIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:41.000+0000
a0NWj00000KZ0TGMA1,01tWj00000BN7WLIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:34.000+0000
a0NWj00000KZ0U3MAL,01tWj00000BN7WMIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:34.000+0000
a0NWj00000KZ0bIMAT,01tWj00000BN7WNIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:34.000+0000
a0NWj00000KZ0w1MAD,01tWj00000BN7WOIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:36.000+0000
a0NWj00000KZ14ZMAT,01tWj00000BN7WPIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:36.000+0000
a0NWj00000KZ15MMAT,01tWj00000BN7WQIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:36.000+0000
a0NWj00000KZ23wMAD,01tWj00000BN7WRIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ23xMAD,01tWj00000BN7WRIA1,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ0tFMAT,01tWj00000BN7WTIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0tGMAT,01tWj00000BN7WTIA1,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:35.000+0000
a0NWj00000KYqUQMA1,01tWj00000BN7WUIA1,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:36.000+0000
a0NWj00000KYqURMA1,01tWj00000BN7WUIA1,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:36.000+0000
a0NWj00000KZ2TCMA1,01tWj00000BN7WVIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ2TDMA1,01tWj00000BN7WVIA1,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:42.000+0000
a0NWj00000KZ3pGMAT,01tWj00000BN7WWIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pHMAT,01tWj00000BN7WWIA1,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pIMAT,01tWj00000BN7WXIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pJMAT,01tWj00000BN7WXIA1,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pKMAT,01tWj00000BN7WYIA1,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pLMAT,01tWj00000BN7WYIA1,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3peMAD,01tWj00000BN7WcIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pfMAD,01tWj00000BN7WcIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pgMAD,01tWj00000BN7WdIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3phMAD,01tWj00000BN7WdIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pkMAD,01tWj00000BN7WeIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3plMAD,01tWj00000BN7WeIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pmMAD,01tWj00000BN7WfIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pnMAD,01tWj00000BN7WfIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pYMAT,01tWj00000BN7WjIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pZMAT,01tWj00000BN7WjIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pWMAT,01tWj00000BN7WkIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pXMAT,01tWj00000BN7WkIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pUMAT,01tWj00000BN7WlIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pVMAT,01tWj00000BN7WlIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pOMAT,01tWj00000BN7WmIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pPMAT,01tWj00000BN7WmIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pQMAT,01tWj00000BN7WnIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pRMAT,01tWj00000BN7WnIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pSMAT,01tWj00000BN7WoIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ3pTMAT,01tWj00000BN7WoIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T18:01:42.000+0000
a0NWj00000KZ29sMAD,01tWj00000BN7WsIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29tMAD,01tWj00000BN7WsIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29uMAD,01tWj00000BN7WtIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29vMAD,01tWj00000BN7WtIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29wMAD,01tWj00000BN7WuIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29xMAD,01tWj00000BN7WuIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29kMAD,01tWj00000BN7WvIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29lMAD,01tWj00000BN7WvIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29mMAD,01tWj00000BN7WwIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29nMAD,01tWj00000BN7WwIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29oMAD,01tWj00000BN7WxIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29pMAD,01tWj00000BN7WxIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2A2MAL,01tWj00000BN7WyIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2A3MAL,01tWj00000BN7WyIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2A4MAL,01tWj00000BN7WzIAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2A5MAL,01tWj00000BN7WzIAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2A6MAL,01tWj00000BN7X0IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2A7MAL,01tWj00000BN7X0IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2ArMAL,01tWj00000BN7X1IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AsMAL,01tWj00000BN7X1IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AtMAL,01tWj00000BN7X2IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AuMAL,01tWj00000BN7X2IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AvMAL,01tWj00000BN7X3IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AwMAL,01tWj00000BN7X3IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AjMAL,01tWj00000BN7X4IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AkMAL,01tWj00000BN7X4IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AlMAL,01tWj00000BN7X5IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AmMAL,01tWj00000BN7X5IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AnMAL,01tWj00000BN7X6IAL,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AoMAL,01tWj00000BN7X6IAL,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2AzMAL,01tWj00000BND33IAH,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2B0MAL,01tWj00000BND33IAH,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2B1MAL,01tWj00000BND34IAH,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2B2MAL,01tWj00000BND34IAH,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2B3MAL,01tWj00000BND35IAH,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2B4MAL,01tWj00000BND35IAH,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ2CtMAL,01tWj00000BND36IAH,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:41.000+0000
a0NWj00000KZ2CuMAL,01tWj00000BND36IAH,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:41.000+0000
a0NWj00000KZ2JIMA1,01tWj00000BND37IAH,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:41.000+0000
a0NWj00000KZ2JJMA1,01tWj00000BND37IAH,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:41.000+0000
a0NWj00000KZ0csMAD,01tWj00000BND38IAH,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:34.000+0000
a0NWj00000KZ0dfMAD,01tWj00000BND39IAH,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:34.000+0000
a0NWj00000KZ0UmMAL,01tWj00000BND3AIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:34.000+0000
a0NWj00000KZ0eRMAT,01tWj00000BND3BIAX,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0eSMAT,01tWj00000BND3BIAX,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0g5MAD,01tWj00000BND3CIAX,B&W Print + Digital,41,25.25,25,10,10000,1,2,true,2026-03-27T17:57:35.000+0000
a0NWj00000KZ0g6MAD,01tWj00000BND3CIAX,Color Print + Digital,44,28.5,25,10,10000,1,3,true,2026-03-27T17:57:35.000+0000
a0NWj00000KYy8mMAD,01tWj00000BND3DIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:38.000+0000
a0NWj00000KZ1NZMA1,01tWj00000BND3EIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:38.000+0000
a0NWj00000KZ1OMMA1,01tWj00000BND3FIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:38.000+0000
a0NWj00000KYMyHMAX,01tWj00000BND3GIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ1z0MAD,01tWj00000BND3HIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ1znMAD,01tWj00000BND3IIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ28qMAD,01tWj00000BND3JIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ28rMAD,01tWj00000BND3JIAX,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29IMAT,01tWj00000BND3KIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29JMAT,01tWj00000BND3KIAX,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29KMAT,01tWj00000BND3LIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29LMAT,01tWj00000BND3LIAX,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29OMAT,01tWj00000BND3MIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ29PMAT,01tWj00000BND3MIAX,Color Print + Digital,47,31.5,25,10,10000,1,3,true,2026-03-27T17:57:40.000+0000
a0NWj00000KZ28mMAD,01tWj00000BND3NIAX,B&W Print + Digital,44,28.25,25,10,10000,1,2,true,2026-03-27T17:57:40.000+0000
